标题,时间,URL
上海8月卖掉2.2万套新房 房价飙涨5千,2016-09-02,http://www.fangchan.com/news/1/2016-09-02/6177269782728216592.html
济南热门学区房价一路走高 老学区“求”远大于“供”,2016-08-31,http://www.fangchan.com/news/1/2016-08-31/6176554215008440400.html
上海楼市调控“入秋” 地王带动周边房价暴涨,2016-08-29,http://www.fangchan.com/news/1/2016-08-29/6175817470495232452.html
热点城市房价预期居高不下 房贷猛增近3万亿,2016-08-29,http://www.fangchan.com/news/1/2016-08-29/6175808810922611152.html
热点城市房价预期依然居高不下,2016-08-29,http://www.fangchan.com/news/1/2016-08-29/6175807550962078252.html
83家房企172亿围猎 厦门岛内与岛外的5万+房价时代,2016-08-29,http://www.fangchan.com/news/9/2016-08-29/6175804269179245397.html
成都近期“地王”频出 地价贵过房价到底谁来买单,2016-08-28,http://www.fangchan.com/news/5/2016-08-28/6175476085451723128.html
成都近期“地王”频出 地价贵过房价谁来买单？,2016-08-26,http://www.fangchan.com/news/5/2016-08-26/6174732908432265517.html
彭博：北京和天津考虑出台新举措控制房价,2016-08-26,http://www.fangchan.com/news/7/2016-08-26/6174727851640951136.html
京沪深房价当以香港为镜,2016-08-25,http://www.fangchan.com/news/1/2016-08-25/6174368831101014873.html
广东上半年房价涨14.4%,2016-08-24,http://www.fangchan.com/news/1/2016-08-24/6174004593018868536.html
上周深圳房价 跌至“5字头”,2016-08-24,http://www.fangchan.com/news/1/2016-08-24/6174003124865667386.html
武汉：房价维稳有妙招 “托底盖帽”成调控方向,2016-08-23,http://www.fangchan.com/news/1/2016-08-23/6173646779113083496.html
武汉出台新规 严查捂盘惜售哄抬房价,2016-08-22,http://www.fangchan.com/news/6/2016-08-22/6173284768927781565.html
南京市长喊话控房价 业内称或将实施限购,2016-08-22,http://www.fangchan.com/news/1/2016-08-22/6173275090273505544.html
7月份深圳房价同比涨41.4%涨幅全国居首,2016-08-21,http://www.fangchan.com/news/1/2016-08-21/6172916199576638305.html
7月份上浮3.6% 南京房价17连涨,2016-08-19,http://www.fangchan.com/news/1/2016-08-19/6172195886513590977.html
合肥上月房价环涨4.2% 二手房同比涨幅全国第一,2016-08-19,http://www.fangchan.com/news/1/2016-08-19/6172194470801772628.html
胡润：一线城市房价上扬带动高净值人群扩容,2016-08-19,http://www.fangchan.com/news/7/2016-08-19/6172193195251012547.html
楼盘“喊涨”！新地王诞生 广州房价飙升？,2016-08-19,http://www.fangchan.com/news/1/2016-08-19/6172189976458236763.html
热点城市房价继续疯涨 “金九银十”或收紧政策,2016-08-19,http://www.fangchan.com/news/1/2016-08-19/6172189031666094459.html
南京三条措施严控房价和楼王,2016-08-18,http://www.fangchan.com/news/1/2016-08-18/6171830097965027838.html
一线城市房价降温难 楼市“金九银十”或提前到来,2016-08-18,http://www.fangchan.com/news/1/2016-08-18/6171828205637669442.html
中国房价涨跌成谜 楼市似乎已经进入疯狂倒计时,2016-08-17,http://www.fangchan.com/news/1/2016-08-17/6171470379916530031.html
通州限购真相：365天房价每天1平米1小时涨2块,2016-08-15,http://www.fangchan.com/news/1/2016-08-15/6170750495431660454.html
楼市现状走势如何？房价会否继续上涨？,2016-08-15,http://www.fangchan.com/news/1/2016-08-15/6170749860200125259.html
樊纲：房价下降不太可能 征房产税遗产税是趋势,2016-08-15,http://www.fangchan.com/news/7/2016-08-15/6170748953496457778.html
调控之下 房价还会疯狂多久？,2016-08-15,http://www.fangchan.com/news/1/2016-08-15/6170742463540826171.html
上半年房价暴涨的真正原因找到了！,2016-08-11,http://www.fangchan.com/news/1/2016-08-11/6169345852088586796.html
户均1.1套房 合肥房价还有多少上涨空间,2016-08-11,http://www.fangchan.com/news/1/2016-08-11/6169302622374531953.html
“一城一策”楼市调控受挑战 房价同涨同落,2016-08-10,http://www.fangchan.com/news/1/2016-08-10/6168950231502492118.html
楼市“盘子”小   深圳房价频现结构性调整,2016-08-10,http://www.fangchan.com/news/1/2016-08-10/6168930802739777710.html
一线城市房价永涨神话即将打破,2016-08-10,http://www.fangchan.com/news/7/2016-08-10/6168927950315262499.html
标题,时间,URL
北京市长表态控制房价 4万元+的通州楼市怎么走,2016-08-10,http://www.fangchan.com/news/1/2016-08-10/6168923689841922481.html
王安顺：通州必须严控开发强度和房价,2016-08-09,http://www.fangchan.com/news/6/2016-08-09/6168572134986945344.html
深圳房价：拐点还是短调？,2016-08-09,http://www.fangchan.com/news/1/2016-08-09/6168566917000139582.html
京郊多地房价每平方米破4万元 一手房市场加速挤出刚需,2016-08-09,http://www.fangchan.com/news/1/2016-08-09/6168562801972678665.html
深圳房价收入比偏离度再次第一  将面临向下调整,2016-08-08,http://www.fangchan.com/news/1/2016-08-08/6168256218067702611.html
房价连涨18月 “史上最俏”的武汉楼市还会火多久,2016-08-05,http://www.fangchan.com/news/1/2016-08-05/6167124594819142030.html
调控将因城施策 房价短期仍将小幅上涨,2016-08-05,http://www.fangchan.com/news/1/2016-08-05/6167115281329361633.html
第７次降息？对不起！南京房价可能又要疯涨了！,2016-08-04,http://www.fangchan.com/news/1/2016-08-04/6166769411698267037.html
下半年南京将加大住宅用地供应 严控地价房价,2016-08-03,http://www.fangchan.com/news/6/2016-08-03/6166409583633175070.html
深圳房价创四年最高跌幅 楼市拐点来了？,2016-08-03,http://www.fangchan.com/news/1/2016-08-03/6166390279969772299.html
澳大利亚各首府7月房价创新高,2016-08-02,http://www.fangchan.com/news/8/2016-08-02/6166045964043096514.html
土地稀缺蝴蝶效应“躁动”进行时 房价“豪宅化”难避免,2016-08-02,http://www.fangchan.com/news/5/2016-08-02/6166035013076062487.html
地王频现“殃及”申城房价 高档住宅成交创新高,2016-08-02,http://www.fangchan.com/news/1/2016-08-02/6166033927292392184.html
多部门监管出手 抑制地价房价发烧,2016-08-02,http://www.fangchan.com/news/1/2016-08-02/6166023626736079193.html
专家称一线城市房价有望继续上涨,2016-08-01,http://www.fangchan.com/news/7/2016-08-01/6165672843830169922.html
三大房价杠杆由盛转衰 二手房时代该怎样取舍？,2016-07-29,http://www.fangchan.com/news/1/2016-07-29/6164595143837290800.html
深圳土地也疯狂：房价“豪宅化”成必然趋势,2016-07-29,http://www.fangchan.com/news/5/2016-07-29/6164573287788909128.html
半年地王219宗、出让金首破万亿 房价还能降吗,2016-07-27,http://www.fangchan.com/news/5/2016-07-27/6163886846670869430.html
广东省房协发布上半年楼市报告：上半年房价同比涨14.4%,2016-07-27,http://www.fangchan.com/news/1/2016-07-27/6163880969695990275.html
深圳房价跌至“5字头” 房价出现结构性回落,2016-07-27,http://www.fangchan.com/news/1/2016-07-27/6163865596716192570.html
供给侧改革半年考：一些地方对控房价认识不足,2016-07-27,http://www.fangchan.com/news/6/2016-07-27/6163850930124296720.html
上海迪士尼周边房价暴涨 部分楼盘将迈入8万元时代,2016-07-26,http://www.fangchan.com/news/1/2016-07-26/6163496669574139918.html
地王潮涌+房地产税声声急 房价将向左还是向右,2016-07-26,http://www.fangchan.com/news/1/2016-07-26/6163494547763827500.html
发改委：下半年房价预计基本稳定,2016-07-26,http://www.fangchan.com/news/7/2016-07-26/6163492404076024571.html
南京房价连涨16个月 一年来核心区域房价涨幅接近50%,2016-07-25,http://www.fangchan.com/news/1/2016-07-25/6163140103364743227.html
住建部约谈万科恒大等房企 地价房价“剪刀差”何解？,2016-07-24,http://www.fangchan.com/news/1/2016-07-24/6162777165860770724.html
房价洼地广州：土地成交任务仅完成1/4 将掀卖地高潮,2016-07-22,http://www.fangchan.com/news/1/2016-07-22/6162040600171712805.html
二线城市房价环比涨幅收窄 合肥调控新政效果初显,2016-07-21,http://www.fangchan.com/news/1/2016-07-21/6161700263318327589.html
楼市半年考：地王抬高房价预期 市场或入调整期,2016-07-21,http://www.fangchan.com/news/5/2016-07-21/6161685631614653229.html
长春房价连续两周下降,2016-07-20,http://www.fangchan.com/news/1/2016-07-20/6161337320676331872.html
南京房价已连涨16个月 专家建议出台政策,2016-07-20,http://www.fangchan.com/news/1/2016-07-20/6161321739910714259.html
控房价温哥华空置税难如愿,2016-07-19,http://www.fangchan.com/news/8/2016-07-19/6161015239321391764.html
6月昆明二手房价年内首次环比下滑,2016-07-19,http://www.fangchan.com/news/1/2016-07-19/6160974015646470475.html
合肥二手房价同比上涨39.7% 涨幅超深圳,2016-07-19,http://www.fangchan.com/news/1/2016-07-19/6160973686519435907.html
广州楼市库存普降 核心地段房价年涨四成,2016-07-19,http://www.fangchan.com/news/1/2016-07-19/6160964889176510984.html
房价、地王与去库存 三大热点主导上半年中国楼市,2016-07-19,http://www.fangchan.com/news/1/2016-07-19/6160963039752688439.html
专家：房价涨势陆续放缓 下半年仍需“稳”字当头,2016-07-19,http://www.fangchan.com/news/7/2016-07-19/6160960580355428898.html
6月房价涨势放缓涨幅收窄 一城一策取向渐显,2016-07-19,http://www.fangchan.com/news/1/2016-07-19/6160952995208303368.html
上半年沈阳房价呈上升态势 下半年迎竞争点,2016-07-18,http://www.fangchan.com/news/1/2016-07-18/6160611926541144096.html
安徽下半年将稳定土地价格 抑制房价暴涨暴跌,2016-07-18,http://www.fangchan.com/news/5/2016-07-18/6160610992884879588.html
国家发改委：防止一二线热点城市房价过快上涨,2016-07-17,http://www.fangchan.com/news/7/2016-07-17/6160259032444899926.html
济南二手房价连涨11个月 半年网签量占去年7成,2016-07-17,http://www.fangchan.com/news/1/2016-07-17/6160246383988511595.html
穗成交前20楼盘16个涨价 下半年房价或创新高,2016-07-17,http://www.fangchan.com/news/1/2016-07-17/6160245483819569237.html
上海房价开启12万时代？,2016-07-15,http://www.fangchan.com/news/1/2016-07-15/6159508563040736129.html
深圳新房成交半年跌三成 房价依然让人高攀不起,2016-07-12,http://www.fangchan.com/news/1/2016-07-12/6158441590173274326.html
标题,时间,URL
郑州6月份房价均价离万又近了一步 每平9661元,2016-07-12,http://www.fangchan.com/news/1/2016-07-12/6158425145129373867.html
征收房地产税会降房价？一线城市别想了,2016-07-12,http://www.fangchan.com/news/6/2016-07-12/6158420197134111214.html
上半年周均诞生10个地王 地价贵过房价谁买单？,2016-07-12,http://www.fangchan.com/news/5/2016-07-12/6158418551511519617.html
一线城市房价如何不再暴涨 专家建议开征房产税,2016-07-11,http://www.fangchan.com/news/1/2016-07-11/6158057511917523262.html
25个小城镇房价过万：燕郊跃居第一 东莞8镇入围,2016-07-10,http://www.fangchan.com/news/1/2016-07-10/6157696382594782097.html
深圳二手房2016年上半年成交萎缩一成 房价涨速放缓,2016-07-08,http://www.fangchan.com/news/1/2016-07-08/6156990311358075649.html
海口上半年房价同比下降 住建局：去库存是重点,2016-07-07,http://www.fangchan.com/news/1/2016-07-07/6156610839052096349.html
深圳二手房价趋于平稳,2016-07-05,http://www.fangchan.com/news/1/2016-07-05/6155900092756070558.html
深圳6月份房价晋级全国第一 一手住宅均价破6万元,2016-07-05,http://www.fangchan.com/news/1/2016-07-05/6155882416243544319.html
深圳上半年房租小涨3% 远低于二手房价16%的涨幅,2016-07-04,http://www.fangchan.com/news/1/2016-07-04/6155527906761445531.html
北京又释放出一个北京 这次房价是真的要降了,2016-07-03,http://www.fangchan.com/news/6/2016-07-03/6155175481659691684.html
深圳房价上半年涨八成 政府须“多打粮食”,2016-07-01,http://www.fangchan.com/news/1/2016-07-01/6154431622747066587.html
青岛商品房销量增三成 卖地减少房价看涨,2016-06-30,http://www.fangchan.com/news/1/2016-06-30/6154070091882631524.html
50大城市上半年卖地近万亿 地价超房价已成常态,2016-06-30,http://www.fangchan.com/news/5/2016-06-30/6154068857847091452.html
合肥发布楼市新政 南京房价还能“疯”多久,2016-06-29,http://www.fangchan.com/news/1/2016-06-29/6153718068301599498.html
二线城市房价大涨缺乏支撑 基本面弱于一线,2016-06-29,http://www.fangchan.com/news/1/2016-06-29/6153704454094131327.html
广州楼价连涨14个月 降息跑不赢房价的涨速,2016-06-24,http://www.fangchan.com/news/1/2016-06-24/6151933142774387545.html
安徽出台去库存意见 合肥要控制房价过快上涨,2016-06-24,http://www.fangchan.com/news/1/2016-06-24/6151930557136966565.html
省城房价排名：南京超广杭居首 长沙买房最容易,2016-06-24,http://www.fangchan.com/news/1/2016-06-24/6151896338562093928.html
房价调控蔓延到合肥 其他二线城市还远吗？,2016-06-23,http://www.fangchan.com/news/1/2016-06-23/6151537426096787619.html
房价连跌五年 海南楼市库存要卖49个月,2016-06-23,http://www.fangchan.com/news/1/2016-06-23/6151535919603453996.html
3天又见12宗“地王” 地价、房价相促涨存高风险,2016-06-22,http://www.fangchan.com/news/5/2016-06-22/6151185417044824816.html
5月31省会房价环比收窄 预计下半年涨势放缓(表),2016-06-22,http://www.fangchan.com/news/1/2016-06-22/6151172453201940936.html
中国开发商仍在高价买地 部分地价超周边房价,2016-06-21,http://www.fangchan.com/news/9/2016-06-21/6150837807842923205.html
巴曙松：一线城市人口净流入放缓会增加房价敏感度,2016-06-21,http://www.fangchan.com/news/7/2016-06-21/6150817160102219801.html
住建部：“炒买炒卖”和“哄抬房价”等行为将受严惩,2016-06-21,http://www.fangchan.com/news/6/2016-06-21/6150815417192747738.html
房价“四小龙”告急：南京苏州合肥只够卖两个月了,2016-06-21,http://www.fangchan.com/news/1/2016-06-21/6150809226429403305.html
刘建伟解读5月份房价数据：5月房价涨势有所放缓,2016-06-18,http://www.fangchan.com/news/1/2016-06-18/6149752008820986349.html
深圳房价飙涨逼走年轻人：或阻“中国硅谷”繁荣,2016-06-18,http://www.fangchan.com/news/1/2016-06-18/6149740092690076356.html
9家房地产中介机构承诺：不哄抬房价,2016-06-17,http://www.fangchan.com/news/9/2016-06-17/6149390469471474007.html
澳为防房价涨太快对购房者提税 被指针对中国买家,2016-06-17,http://www.fangchan.com/news/1/2016-06-17/6149384473625825644.html
二线热点城市可增加供地 稳房价拉经济两不误,2016-06-17,http://www.fangchan.com/news/5/2016-06-17/6149382089495351998.html
央行官员：房价大跌也不会出现普遍居民负资产,2016-06-16,http://www.fangchan.com/news/7/2016-06-16/6149023090593829489.html
二线楼市开始抢地 专家：不约束房价将爆发式上涨,2016-06-16,http://www.fangchan.com/news/1/2016-06-16/6149005101978948342.html
天津中心城区房价步入3万元时代,2016-06-16,http://www.fangchan.com/news/1/2016-06-16/6149000669841134378.html
环京4县市楼市“退烧” 房价剧烈波动可能性降低,2016-06-16,http://www.fangchan.com/news/1/2016-06-16/6148993601918800404.html
湖北副省长曹广晶：今天更应该担心房价下跌,2016-06-15,http://www.fangchan.com/news/7/2016-06-15/6148644712657261493.html
央行基层行长：房价大跌不会出现普遍居民负资产,2016-06-15,http://www.fangchan.com/news/7/2016-06-15/6148637264517075761.html
武汉房价回落至万元以下 成交量环比减少12.2%,2016-06-15,http://www.fangchan.com/news/1/2016-06-15/6148636256978145729.html
易宪容：前几月房价疯涨因投机者用银行信贷炒作,2016-06-15,http://www.fangchan.com/news/7/2016-06-15/6148635144082493596.html
央企被要求收敛拿地 地价与房价能迎来拐点？,2016-06-15,http://www.fangchan.com/news/9/2016-06-15/6148631114702721832.html
前5月房地产开发投资增速回落 一线房价有望降温,2016-06-14,http://www.fangchan.com/news/1/2016-06-14/6148306137365418386.html
津房价略涨成交量跌 中心城区步入3万时代,2016-06-14,http://www.fangchan.com/news/1/2016-06-14/6148291226543394987.html
5月份郑州房价冲高 又回“九千元时代”,2016-06-13,http://www.fangchan.com/news/1/2016-06-13/6147914473304035453.html
地价超过房价数倍 地王激活北京远郊楼市,2016-06-12,http://www.fangchan.com/news/5/2016-06-12/6147555975454068967.html
标题,时间,URL
港媒：内地一家开发商称京沪房价或与纽约比肩,2016-06-12,http://www.fangchan.com/news/1/2016-06-12/6147551303481758440.html
四问热点城市“地王潮”蔓延 对未来房价影响几何？,2016-06-08,http://www.fangchan.com/news/7/2016-06-08/6146099020713758944.html
北京楼市5月量跌价稳 房价或将迎来下行拐点,2016-06-07,http://www.fangchan.com/news/1/2016-06-07/6145741143746614003.html
地价是房价5倍 逾五成高溢价地被国企摘得,2016-06-07,http://www.fangchan.com/news/1/2016-06-07/6145732688595980382.html
加拿大房价超出美国40% 中国买家每年投入上千亿元,2016-06-06,http://www.fangchan.com/news/8/2016-06-06/6145402460484997910.html
北京回迁户签约10年未拿到房 周边房价涨超5倍,2016-06-06,http://www.fangchan.com/news/1/2016-06-06/6145381114505924780.html
24个小城镇房价过万 浙江为何最多,2016-06-06,http://www.fangchan.com/news/1/2016-06-06/6145368783029867252.html
香港富豪李兆基：香港房价还有10%的跌幅,2016-06-03,http://www.fangchan.com/news/1/2016-06-03/6144276109275238737.html
穆迪：房价持续上涨或引发更多调控,2016-06-02,http://www.fangchan.com/news/7/2016-06-02/6143928062498378483.html
广州上月二手房价环比下降3.4%,2016-06-02,http://www.fangchan.com/news/1/2016-06-02/6143925491171922626.html
中国房价还能涨多久,2016-06-02,http://www.fangchan.com/news/1/2016-06-02/6143924898411909664.html
"五月宁波房价大涨 售楼小哥""抱怨""加班",2016-06-02,http://www.fangchan.com/news/1/2016-06-02/6143922450943250769.html
多个二线城市库存不够卖3个月 或刺激房价再飙涨,2016-06-01,http://www.fangchan.com/news/1/2016-06-01/6143566465129059022.html
楼面价频超房价 合肥土地市场“躁动”,2016-05-31,http://www.fangchan.com/news/5/2016-05-31/6143208757804732806.html
广州番禺5月二手网签量回升 电梯三房价涨一成多,2016-05-31,http://www.fangchan.com/news/1/2016-05-31/6143206533514989858.html
李迅雷：中国房价还能涨多久？,2016-05-31,http://www.fangchan.com/news/7/2016-05-31/6143202302762488057.html
10种预示房价将暴涨的迹象 要买房的你当心了,2016-05-30,http://www.fangchan.com/news/1/2016-05-30/6142858904960569864.html
兰州新城沦为鬼城 当地房价低得令人吃惊,2016-05-30,http://www.fangchan.com/news/1/2016-05-30/6142845271274754634.html
"""熔断""地价难解地王之困 限地价可能抬高房价",2016-05-30,http://www.fangchan.com/news/1/2016-05-30/6142838880661213318.html
楼市现降温苗头 抢地房企仍豪赌房价大涨,2016-05-30,http://www.fangchan.com/news/1/2016-05-30/6142835848921813787.html
学习身边好榜样 重庆为何房价不高？,2016-05-29,http://www.fangchan.com/news/1/2016-05-29/6142512397069652253.html
8项措施临时性限控人口 通州未来房价走势如何？,2016-05-29,http://www.fangchan.com/news/1/2016-05-29/6142496812814372975.html
在昆山 为什么房价越涨房子越是好卖！,2016-05-27,http://www.fangchan.com/news/1/2016-05-27/6141779009232770039.html
北京副中心未将通州全域纳入 或影响周边房价,2016-05-27,http://www.fangchan.com/news/1/2016-05-27/6141749830336451241.html
去金融化 二线城市房价调控的“生死战”,2016-05-26,http://www.fangchan.com/news/1/2016-05-26/6141390704016166976.html
北京楼市持续降温 业内称房价六七月份或迎来拐点,2016-05-25,http://www.fangchan.com/news/1/2016-05-25/6141050956928062147.html
楼市不能靠抬高房价去库存 遏制地方政府炒地,2016-05-25,http://www.fangchan.com/news/7/2016-05-25/6141024730721096346.html
投资客聚集致房价攀升 苏州限购未至但已在路上,2016-05-24,http://www.fangchan.com/news/1/2016-05-24/6140760742766645657.html
4月北上广商品房价环比收窄 合肥领涨31省会(表),2016-05-24,http://www.fangchan.com/news/1/2016-05-24/6140675257943790567.html
北京5月楼市现降温 房价或将迎拐点,2016-05-23,http://www.fangchan.com/news/1/2016-05-23/6140314396347667127.html
房价“轮涨”怎么看：原因是什么？利弊有哪些？,2016-05-22,http://www.fangchan.com/news/7/2016-05-22/6139803945197178953.html
外来人口最懂城市实力！这五个城市房价最有上涨动力,2016-05-22,http://www.fangchan.com/news/1/2016-05-22/6139808523686842552.html
南京房价连涨14个月 4月份涨幅4.4%进全国前三,2016-05-19,http://www.fangchan.com/news/1/2016-05-19/6138883556854010285.html
周浦房价明年破8万 你骗谁！,2016-05-19,http://www.fangchan.com/news/1/2016-05-19/6138879350692712479.html
环比涨1.2%青岛房价连续5个月“爬高”,2016-05-19,http://www.fangchan.com/news/1/2016-05-19/6138870204962509792.html
合肥领涨70城房价 当地房企直呼“手上没货”,2016-05-19,http://www.fangchan.com/news/1/2016-05-19/6138855681333465989.html
4月份70城房价65个环比上涨 创28个月新高,2016-05-19,http://www.fangchan.com/news/1/2016-05-19/6138851660547822376.html
四月份70大中城市房价普涨 二线楼市须警惕风险,2016-05-19,http://www.fangchan.com/news/1/2016-05-19/6138851247178191098.html
房价收入比显示海南、北京成最难购房省份,2016-05-19,http://www.fangchan.com/news/1/2016-05-19/6138847369258930730.html
2016年我国房价走势分析：二线城市房价全面上涨,2016-05-18,http://www.fangchan.com/news/1/2016-05-18/6138596185629594104.html
房价暴涨你也跟着入市？ 9种错误买房观坑惨人,2016-05-18,http://www.fangchan.com/news/1/2016-05-18/6138531734259831426.html
武汉部分区域房价10年涨3倍 万元盘已蔓延至三环外,2016-05-18,http://www.fangchan.com/news/1/2016-05-18/6138500413579923925.html
合肥楼市开启疯狂模式：部分区域房价4个月翻番,2016-05-17,http://www.fangchan.com/news/1/2016-05-17/6138138852365504738.html
40城供地增六成 楼面价超房价已成常态,2016-05-17,http://www.fangchan.com/news/1/2016-05-17/6138120733731393915.html
北京土地供应刷新历史最低纪录 房价能降么？,2016-05-16,http://www.fangchan.com/news/1/2016-05-16/6137803603500667357.html
标题,时间,URL
一线城市房价阶段性回调 热点二线城市量价齐涨,2016-05-13,http://www.fangchan.com/news/1/2016-05-13/6136687441433924398.html
合肥房价地价狂欢：关系户买房也得摇号,2016-05-13,http://www.fangchan.com/news/1/2016-05-13/6136673387558540202.html
房价涨跌还得看资金“脸色”,2016-05-13,http://www.fangchan.com/news/1/2016-05-13/6136671960517907106.html
重庆楼市四月房价平稳 中介:看房的一半是外地人,2016-05-11,http://www.fangchan.com/news/1/2016-05-11/6135961058583842847.html
楼市观察：“高烧”的二线城市政策转向“控房价”,2016-05-11,http://www.fangchan.com/news/1/2016-05-11/6135954033107865995.html
邱晓华：房地产增长黄金期已过 房价大涨结束,2016-05-11,http://www.fangchan.com/news/7/2016-05-11/6135950387150393644.html
“权威人士”说房价要跌？其实他的意思恰恰相反！,2016-05-11,http://www.fangchan.com/news/7/2016-05-11/6135948804027126496.html
环一线城市房价引争议：政策踩刹车还是去库存？,2016-05-10,http://www.fangchan.com/news/6/2016-05-10/6135615017078558822.html
中国买家海外投资激增 温哥华房价去年涨30%,2016-05-10,http://www.fangchan.com/news/1/2016-05-10/6135592565443204020.html
上海3·25楼市新政调查：房价仍坚挺,2016-05-10,http://www.fangchan.com/news/1/2016-05-10/6135589575579734940.html
上周上海房价突破4万每平,2016-05-09,http://www.fangchan.com/news/1/2016-05-09/6135240786897604633.html
北京楼市：一日三地王再现 房价迎新轮上涨,2016-05-09,http://www.fangchan.com/news/1/2016-05-09/6135226361620796354.html
保利地产宋广菊：一线城市房价仍将上涨,2016-05-06,http://www.fangchan.com/news/1/2016-05-06/6134190658011075199.html
专家称“京津冀严控新增建设用地”与房价关系不大,2016-05-06,http://www.fangchan.com/news/7/2016-05-06/6134144533287735659.html
深圳连涨18个月 二手房价首落,2016-05-05,http://www.fangchan.com/news/1/2016-05-05/6133788934435836436.html
专家解读“有序消化房地产库存”：避免房价大起大落,2016-05-04,http://www.fangchan.com/news/1/2016-05-04/6133417505718604500.html
上海房价创下7个月来新低 有中介业务员开始转行,2016-05-04,http://www.fangchan.com/news/1/2016-05-04/6133414950716380145.html
房价压得人喘不过气 为何还都在往大城市涌？,2016-05-03,http://www.fangchan.com/news/1/2016-05-03/6133060308593611003.html
三分之一楼盘涨幅已“越线” 南京房价已连涨13个月,2016-04-28,http://www.fangchan.com/news/1/2016-04-28/6131261457226339060.html
狂奔的二线房价背后 价值洼地还是泡沫重演？,2016-04-27,http://www.fangchan.com/news/1/2016-04-27/6130914004652331903.html
全国一季度个人房贷增1万亿 或是房价暴涨推手,2016-04-27,http://www.fangchan.com/news/4/2016-04-27/6130887878324326601.html
唐山百万平方米大盘搁置市区房价重回10年前,2016-04-26,http://www.fangchan.com/news/1/2016-04-26/6130541510829347774.html
尹中立：一线城市房价为何快速上涨,2016-04-25,http://www.fangchan.com/news/7/2016-04-25/6130154262879342806.html
二线城市房价领涨全国 新一轮楼市调控将来临？,2016-04-21,http://www.fangchan.com/news/1/2016-04-21/6128729713398845564.html
3月楼市量价齐升 一线城市房价增幅或将扩大,2016-04-21,http://www.fangchan.com/news/1/2016-04-21/6128716274819469689.html
易居报告：沪深最严调控 京广房价仍有一定上涨空间,2016-04-20,http://www.fangchan.com/news/1/2016-04-20/6128355353207050449.html
房价收入比排行榜：谁是中国房痛指数最高城市,2016-04-20,http://www.fangchan.com/news/1/2016-04-20/6128346525317010369.html
"房产中介变""第三者"" 哄抬房价鼓动用户假离婚",2016-04-20,http://www.fangchan.com/news/129/2016-04-20/6128345316120138135.html
一线房价疯涨已被抑制 购租并举保证一亿人落户,2016-04-20,http://www.fangchan.com/news/1/2016-04-20/6128341895447122353.html
9成大中城市房价环比上涨,2016-04-19,http://www.fangchan.com/news/1/2016-04-19/6128006089293500570.html
美国楼市将进入下行周期 中国房价还能涨多久？,2016-04-19,http://www.fangchan.com/news/1/2016-04-19/6127995045179364007.html
上海：房价涨百万房东违约 中介机构不退服务费,2016-04-19,http://www.fangchan.com/news/129/2016-04-19/6127994557377614439.html
三线城市房价创6年来单月环比最大涨幅,2016-04-19,http://www.fangchan.com/news/1/2016-04-19/6127993701286613163.html
揭秘房产中介乱象：虚假房源 散播谣言 哄抬房价,2016-04-19,http://www.fangchan.com/news/1/2016-04-19/6127988942357991600.html
房价飙升之下的深圳：有人在离开 更多人还在来,2016-04-19,http://www.fangchan.com/news/1/2016-04-19/6127985279346479530.html
"北京地王地价超过周边房价 ""豪宅化""趋势明显",2016-04-19,http://www.fangchan.com/news/5/2016-04-19/6127979956028117420.html
国家统计局城市司高级统计师刘建伟解读3月房价,2016-04-18,http://www.fangchan.com/news/7/2016-04-18/6127642509968740580.html
上周天津新房价格下滑2.7% 房价理性回归,2016-04-18,http://www.fangchan.com/news/1/2016-04-18/6127628996839805436.html
三四线城市房价上升空间有限 投资需求难去库存,2016-04-18,http://www.fangchan.com/news/1/2016-04-18/6127626636310679895.html
深圳客撤离东莞房价开始回落 楼市八年一轮回,2016-04-17,http://www.fangchan.com/news/1/2016-04-17/6127289716741312705.html
首例“住宅土地使用权到期续期”：要交房价三至五成,2016-04-17,http://www.fangchan.com/news/1/2016-04-17/6127280367142768827.html
一季度30个典型城市房价大涨近三成 史上最强,2016-04-15,http://www.fangchan.com/news/1/2016-04-15/6126579913127694743.html
深圳访客数量回落 东莞房价拿什么超越广州？,2016-04-15,http://www.fangchan.com/news/1/2016-04-15/6126539177787200465.html
南京部分地区房价破4万/平 政府紧急调研,2016-04-14,http://www.fangchan.com/news/1/2016-04-14/6126189193397080922.html
6年房价哪家强 深上北厦领衔 浙江板块最弱,2016-04-13,http://www.fangchan.com/news/1/2016-04-13/6125804519755682108.html
标题,时间,URL
南京业主反对小区会所改建养老院：会拉低房价,2016-04-12,http://www.fangchan.com/news/1/2016-04-12/6125451481513791749.html
万国置地：今年一线城市房价或涨5%-10%,2016-04-12,http://www.fangchan.com/news/7/2016-04-12/6125449117511783194.html
二线城市轮番上演“地王战” 地价房价齐涨,2016-04-10,http://www.fangchan.com/news/1/2016-04-10/6124715376334147890.html
房价再现跌势 成都二套房首付降至3.5成,2016-04-08,http://www.fangchan.com/news/1/2016-04-08/6124006978449903631.html
3月上海二手房市场 高烧遭遇新政 稳定房价可期,2016-04-07,http://www.fangchan.com/news/1/2016-04-07/6123724982523859849.html
楼市“转冷”趋势明显 热点城市房价迅速“退烧”,2016-04-07,http://www.fangchan.com/news/1/2016-04-07/6123651547848315278.html
媒体:破解房价收入倒挂须靠供给侧改革,2016-04-07,http://www.fangchan.com/news/1/2016-04-07/6123638711487107968.html
